month	day	year	date	cohort	max	min
7	25	2023	2023-07-25	w23	42	0
7	26	2023	2023-07-26	f22	156	71
7	26	2023	2023-07-26	lf	70	43
7	26	2023	2023-07-26	s22	300	157
7	26	2023	2023-07-26	w23	42	0
7	27	2023	2023-07-27	f22	157	72
7	27	2023	2023-07-27	lf	71	44
7	27	2023	2023-07-27	s22	300	158
7	27	2023	2023-07-27	w23	43	0
7	28	2023	2023-07-28	f22	158	72
7	28	2023	2023-07-28	lf	71	44
7	28	2023	2023-07-28	s22	300	159
7	28	2023	2023-07-28	w23	43	0
7	29	2023	2023-07-29	f22	159	72
7	29	2023	2023-07-29	lf	71	44
7	29	2023	2023-07-29	s22	300	160
7	29	2023	2023-07-29	w23	43	0
7	30	2023	2023-07-30	f22	160	73
7	30	2023	2023-07-30	lf	72	45
7	30	2023	2023-07-30	s22	300	161
7	30	2023	2023-07-30	w23	44	0
7	31	2023	2023-07-31	f22	162	73
7	31	2023	2023-07-31	lf	72	45
7	31	2023	2023-07-31	s22	300	163
7	31	2023	2023-07-31	w23	44	0
8	1	2023	2023-08-01	f22	163	74
8	1	2023	2023-08-01	lf	73	45
8	1	2023	2023-08-01	s22	300	164
8	1	2023	2023-08-01	w23	44	0
8	2	2023	2023-08-02	f22	164	74
8	2	2023	2023-08-02	lf	73	46
8	2	2023	2023-08-02	s22	300	165
8	2	2023	2023-08-02	w23	45	0
8	3	2023	2023-08-03	f22	165	75
8	3	2023	2023-08-03	lf	74	46
8	3	2023	2023-08-03	s22	300	166
8	3	2023	2023-08-03	w23	45	0
8	4	2023	2023-08-04	f22	166	75
8	4	2023	2023-08-04	lf	74	47
8	4	2023	2023-08-04	s22	300	167
8	4	2023	2023-08-04	w23	46	0
8	5	2023	2023-08-05	f22	167	76
8	5	2023	2023-08-05	lf	75	47
8	5	2023	2023-08-05	s22	300	168
8	5	2023	2023-08-05	w23	46	0
8	6	2023	2023-08-06	f22	168	76
8	6	2023	2023-08-06	lf	75	47
8	6	2023	2023-08-06	s22	300	169
8	6	2023	2023-08-06	w23	46	0
8	7	2023	2023-08-07	f22	169	77
8	7	2023	2023-08-07	lf	76	48
8	7	2023	2023-08-07	s22	300	170
8	7	2023	2023-08-07	w23	47	0
8	8	2023	2023-08-08	f22	170	77
8	8	2023	2023-08-08	lf	76	48
8	8	2023	2023-08-08	s22	300	171
8	8	2023	2023-08-08	w23	47	0
8	9	2023	2023-08-09	f22	171	78
8	9	2023	2023-08-09	lf	77	48
8	9	2023	2023-08-09	s22	300	172
8	9	2023	2023-08-09	w23	47	0
8	10	2023	2023-08-10	f22	173	78
8	10	2023	2023-08-10	lf	77	49
8	10	2023	2023-08-10	s22	300	174
8	10	2023	2023-08-10	w23	48	0
8	11	2023	2023-08-11	f22	174	79
8	11	2023	2023-08-11	lf	78	49
8	11	2023	2023-08-11	s22	300	175
8	11	2023	2023-08-11	w23	48	0
8	12	2023	2023-08-12	f22	175	79
8	12	2023	2023-08-12	lf	78	50
8	12	2023	2023-08-12	s22	300	176
8	12	2023	2023-08-12	w23	49	0
8	13	2023	2023-08-13	f22	176	80
8	13	2023	2023-08-13	lf	79	50
8	13	2023	2023-08-13	s22	300	177
8	13	2023	2023-08-13	w23	49	0
8	14	2023	2023-08-14	f22	177	80
8	14	2023	2023-08-14	lf	79	50
8	14	2023	2023-08-14	s22	300	178
8	14	2023	2023-08-14	w23	49	0
8	15	2023	2023-08-15	f22	178	81
8	15	2023	2023-08-15	lf	80	51
8	15	2023	2023-08-15	s22	300	179
8	15	2023	2023-08-15	w23	50	0
8	16	2023	2023-08-16	f22	180	82
8	16	2023	2023-08-16	lf	81	51
8	16	2023	2023-08-16	s22	300	181
8	16	2023	2023-08-16	w23	50	0
8	17	2023	2023-08-17	f22	181	82
8	17	2023	2023-08-17	lf	81	52
8	17	2023	2023-08-17	s22	300	182
8	17	2023	2023-08-17	w23	51	0
8	18	2023	2023-08-18	f22	182	83
8	18	2023	2023-08-18	lf	82	52
8	18	2023	2023-08-18	s22	300	183
8	18	2023	2023-08-18	w23	51	0
8	19	2023	2023-08-19	f22	183	83
8	19	2023	2023-08-19	lf	82	52
8	19	2023	2023-08-19	s22	300	184
8	19	2023	2023-08-19	w23	51	0
8	20	2023	2023-08-20	f22	184	84
8	20	2023	2023-08-20	lf	83	53
8	20	2023	2023-08-20	s22	300	185
8	20	2023	2023-08-20	w23	52	0
8	21	2023	2023-08-21	f22	186	84
8	21	2023	2023-08-21	lf	83	53
8	21	2023	2023-08-21	s22	300	187
8	21	2023	2023-08-21	w23	52	0
8	22	2023	2023-08-22	f22	187	85
8	22	2023	2023-08-22	lf	84	54
8	22	2023	2023-08-22	s22	300	188
8	22	2023	2023-08-22	w23	53	0
8	23	2023	2023-08-23	f22	188	85
8	23	2023	2023-08-23	lf	84	54
8	23	2023	2023-08-23	s22	300	189
8	23	2023	2023-08-23	w23	53	0
8	24	2023	2023-08-24	f22	189	86
8	24	2023	2023-08-24	lf	85	55
8	24	2023	2023-08-24	s22	300	190
8	24	2023	2023-08-24	w23	54	0
8	25	2023	2023-08-25	f22	191	87
8	25	2023	2023-08-25	lf	86	55
8	25	2023	2023-08-25	s22	300	192
8	25	2023	2023-08-25	w23	54	0
8	26	2023	2023-08-26	f22	192	87
8	26	2023	2023-08-26	lf	86	55
8	26	2023	2023-08-26	s22	300	193
8	26	2023	2023-08-26	w23	54	0
8	27	2023	2023-08-27	f22	193	88
8	27	2023	2023-08-27	lf	87	56
8	27	2023	2023-08-27	s22	300	194
8	27	2023	2023-08-27	w23	55	0
8	28	2023	2023-08-28	f22	194	88
8	28	2023	2023-08-28	lf	87	56
8	28	2023	2023-08-28	s22	300	195
8	28	2023	2023-08-28	w23	55	0
8	29	2023	2023-08-29	f22	196	89
8	29	2023	2023-08-29	lf	88	57
8	29	2023	2023-08-29	s22	300	197
8	29	2023	2023-08-29	w23	56	0
8	30	2023	2023-08-30	f22	197	89
8	30	2023	2023-08-30	lf	88	57
8	30	2023	2023-08-30	s22	300	198
8	30	2023	2023-08-30	w23	56	0
8	31	2023	2023-08-31	f22	198	90
8	31	2023	2023-08-31	lf	89	58
8	31	2023	2023-08-31	s22	300	199
8	31	2023	2023-08-31	w23	57	0
9	1	2023	2023-09-01	f22	200	91
9	1	2023	2023-09-01	lf	90	58
9	1	2023	2023-09-01	s22	300	201
9	1	2023	2023-09-01	w23	57	0
9	2	2023	2023-09-02	f22	201	91
9	2	2023	2023-09-02	lf	90	59
9	2	2023	2023-09-02	s22	300	202
9	2	2023	2023-09-02	w23	58	0
9	3	2023	2023-09-03	f22	202	92
9	3	2023	2023-09-03	lf	91	59
9	3	2023	2023-09-03	s22	300	203
9	3	2023	2023-09-03	w23	58	0
9	4	2023	2023-09-04	f22	204	92
9	4	2023	2023-09-04	lf	91	60
9	4	2023	2023-09-04	s22	300	205
9	4	2023	2023-09-04	w23	59	0
9	5	2023	2023-09-05	f22	205	93
9	5	2023	2023-09-05	lf	92	60
9	5	2023	2023-09-05	s22	300	206
9	5	2023	2023-09-05	w23	59	0
9	6	2023	2023-09-06	f22	206	94
9	6	2023	2023-09-06	lf	93	61
9	6	2023	2023-09-06	s22	300	207
9	6	2023	2023-09-06	w23	60	0
9	7	2023	2023-09-07	f22	208	94
9	7	2023	2023-09-07	lf	93	61
9	7	2023	2023-09-07	s22	300	209
9	7	2023	2023-09-07	w23	60	0
9	8	2023	2023-09-08	f22	209	95
9	8	2023	2023-09-08	lf	94	62
9	8	2023	2023-09-08	s22	300	210
9	8	2023	2023-09-08	w23	61	0
9	9	2023	2023-09-09	f22	210	95
9	9	2023	2023-09-09	lf	94	62
9	9	2023	2023-09-09	s22	300	211
9	9	2023	2023-09-09	w23	61	0
9	10	2023	2023-09-10	f22	212	96
9	10	2023	2023-09-10	lf	95	63
9	10	2023	2023-09-10	s22	300	213
9	10	2023	2023-09-10	w23	62	0
9	11	2023	2023-09-11	f22	213	97
9	11	2023	2023-09-11	lf	96	63
9	11	2023	2023-09-11	s22	300	214
9	11	2023	2023-09-11	w23	62	0
9	12	2023	2023-09-12	f22	215	97
9	12	2023	2023-09-12	lf	96	64
9	12	2023	2023-09-12	s22	300	216
9	12	2023	2023-09-12	w23	63	0
9	13	2023	2023-09-13	f22	216	98
9	13	2023	2023-09-13	lf	97	64
9	13	2023	2023-09-13	s22	300	217
9	13	2023	2023-09-13	w23	63	0
9	14	2023	2023-09-14	f22	217	99
9	14	2023	2023-09-14	lf	98	65
9	14	2023	2023-09-14	s22	300	218
9	14	2023	2023-09-14	w23	64	0
9	15	2023	2023-09-15	f22	219	99
9	15	2023	2023-09-15	lf	98	65
9	15	2023	2023-09-15	s22	300	220
9	15	2023	2023-09-15	w23	64	0
9	16	2023	2023-09-16	f22	220	100
9	16	2023	2023-09-16	lf	99	66
9	16	2023	2023-09-16	s22	300	221
9	16	2023	2023-09-16	w23	65	0
9	17	2023	2023-09-17	f22	222	101
9	17	2023	2023-09-17	lf	100	66
9	17	2023	2023-09-17	s22	300	223
9	17	2023	2023-09-17	w23	65	0
9	18	2023	2023-09-18	f22	223	101
9	18	2023	2023-09-18	lf	100	67
9	18	2023	2023-09-18	s22	300	224
9	18	2023	2023-09-18	w23	66	0
9	19	2023	2023-09-19	f22	225	102
9	19	2023	2023-09-19	lf	101	67
9	19	2023	2023-09-19	s22	300	226
9	19	2023	2023-09-19	w23	66	0
9	20	2023	2023-09-20	f22	226	103
9	20	2023	2023-09-20	lf	102	68
9	20	2023	2023-09-20	s22	300	227
9	20	2023	2023-09-20	w23	67	0
9	21	2023	2023-09-21	f22	228	103
9	21	2023	2023-09-21	lf	102	68
9	21	2023	2023-09-21	s22	300	229
9	21	2023	2023-09-21	w23	67	0
9	22	2023	2023-09-22	f22	229	104
9	22	2023	2023-09-22	lf	103	69
9	22	2023	2023-09-22	s22	300	230
9	22	2023	2023-09-22	w23	68	0
9	23	2023	2023-09-23	f22	231	105
9	23	2023	2023-09-23	lf	104	69
9	23	2023	2023-09-23	s22	300	232
9	23	2023	2023-09-23	w23	68	0
9	24	2023	2023-09-24	f22	232	105
9	24	2023	2023-09-24	lf	104	70
9	24	2023	2023-09-24	s22	300	233
9	24	2023	2023-09-24	w23	69	0
9	25	2023	2023-09-25	f22	234	106
9	25	2023	2023-09-25	lf	105	71
9	25	2023	2023-09-25	s22	300	235
9	25	2023	2023-09-25	w23	70	0
9	26	2023	2023-09-26	f22	235	107
9	26	2023	2023-09-26	lf	106	71
9	26	2023	2023-09-26	s22	300	236
9	26	2023	2023-09-26	w23	70	0
9	27	2023	2023-09-27	f22	237	107
9	27	2023	2023-09-27	lf	106	72
9	27	2023	2023-09-27	s22	300	238
9	27	2023	2023-09-27	w23	71	0
9	28	2023	2023-09-28	f22	238	108
9	28	2023	2023-09-28	lf	107	72
9	28	2023	2023-09-28	s22	300	239
9	28	2023	2023-09-28	w23	71	0
9	29	2023	2023-09-29	f22	240	109
9	29	2023	2023-09-29	lf	108	73
9	29	2023	2023-09-29	s22	300	241
9	29	2023	2023-09-29	w23	72	0
9	30	2023	2023-09-30	f22	242	110
9	30	2023	2023-09-30	lf	109	73
9	30	2023	2023-09-30	s22	300	243
9	30	2023	2023-09-30	w23	72	0
10	1	2023	2023-10-01	f22	243	110
10	1	2023	2023-10-01	lf	109	74
10	1	2023	2023-10-01	s22	300	244
10	1	2023	2023-10-01	w23	73	0
10	2	2023	2023-10-02	f22	245	111
10	2	2023	2023-10-02	lf	110	75
10	2	2023	2023-10-02	s22	300	246
10	2	2023	2023-10-02	w23	74	0
10	3	2023	2023-10-03	f22	246	112
10	3	2023	2023-10-03	lf	111	75
10	3	2023	2023-10-03	s22	300	247
10	3	2023	2023-10-03	w23	74	0
10	4	2023	2023-10-04	f22	248	112
10	4	2023	2023-10-04	lf	111	76
10	4	2023	2023-10-04	s22	300	249
10	4	2023	2023-10-04	w23	75	0
10	5	2023	2023-10-05	f22	250	113
10	5	2023	2023-10-05	lf	112	76
10	5	2023	2023-10-05	s22	300	251
10	5	2023	2023-10-05	w23	75	0
10	6	2023	2023-10-06	f22	251	114
10	6	2023	2023-10-06	lf	113	77
10	6	2023	2023-10-06	s22	300	252
10	6	2023	2023-10-06	w23	76	0
10	7	2023	2023-10-07	f22	253	115
10	7	2023	2023-10-07	lf	114	78
10	7	2023	2023-10-07	s22	300	254
10	7	2023	2023-10-07	w23	77	0
10	8	2023	2023-10-08	f22	255	115
10	8	2023	2023-10-08	lf	114	78
10	8	2023	2023-10-08	s22	300	256
10	8	2023	2023-10-08	w23	77	0
10	9	2023	2023-10-09	f22	256	116
10	9	2023	2023-10-09	lf	115	79
10	9	2023	2023-10-09	s22	300	257
10	9	2023	2023-10-09	w23	78	0
10	10	2023	2023-10-10	f22	258	117
10	10	2023	2023-10-10	lf	116	80
10	10	2023	2023-10-10	s22	300	259
10	10	2023	2023-10-10	w23	79	0
10	11	2023	2023-10-11	f22	260	118
10	11	2023	2023-10-11	lf	117	80
10	11	2023	2023-10-11	s22	300	261
10	11	2023	2023-10-11	w23	79	0
10	12	2023	2023-10-12	f22	261	119
10	12	2023	2023-10-12	lf	118	81
10	12	2023	2023-10-12	s22	300	262
10	12	2023	2023-10-12	s23	29	0
10	12	2023	2023-10-12	w23	80	30
10	13	2023	2023-10-13	f22	263	119
10	13	2023	2023-10-13	lf	118	82
10	13	2023	2023-10-13	s22	300	264
10	13	2023	2023-10-13	s23	29	0
10	13	2023	2023-10-13	w23	81	30
10	14	2023	2023-10-14	f22	265	120
10	14	2023	2023-10-14	lf	119	82
10	14	2023	2023-10-14	s22	300	266
10	14	2023	2023-10-14	s23	30	0
10	14	2023	2023-10-14	w23	81	31
10	15	2023	2023-10-15	f22	267	121
10	15	2023	2023-10-15	lf	120	83
10	15	2023	2023-10-15	s22	300	268
10	15	2023	2023-10-15	s23	30	0
10	15	2023	2023-10-15	w23	82	31
10	16	2023	2023-10-16	f22	268	122
10	16	2023	2023-10-16	lf	121	84
10	16	2023	2023-10-16	s22	300	269
10	16	2023	2023-10-16	s23	30	0
10	16	2023	2023-10-16	w23	83	31
10	17	2023	2023-10-17	f22	269	123
10	17	2023	2023-10-17	lf	122	84
10	17	2023	2023-10-17	s22	300	270
10	17	2023	2023-10-17	s23	30	0
10	17	2023	2023-10-17	w23	83	31
10	18	2023	2023-10-18	f22	270	123
10	18	2023	2023-10-18	lf	122	85
10	18	2023	2023-10-18	s23	31	0
10	18	2023	2023-10-18	w23	84	32
10	19	2023	2023-10-19	f22	270	124
10	19	2023	2023-10-19	lf	123	86
10	19	2023	2023-10-19	s23	31	0
10	19	2023	2023-10-19	w23	85	32
10	20	2023	2023-10-20	f22	270	125
10	20	2023	2023-10-20	lf	124	86
10	20	2023	2023-10-20	s23	31	0
10	20	2023	2023-10-20	w23	85	32
10	21	2023	2023-10-21	f22	270	126
10	21	2023	2023-10-21	lf	125	87
10	21	2023	2023-10-21	s23	31	0
10	21	2023	2023-10-21	w23	86	32
10	22	2023	2023-10-22	f22	270	127
10	22	2023	2023-10-22	lf	126	88
10	22	2023	2023-10-22	s23	32	0
10	22	2023	2023-10-22	w23	87	33
10	23	2023	2023-10-23	f22	270	127
10	23	2023	2023-10-23	lf	126	88
10	23	2023	2023-10-23	s23	32	0
10	23	2023	2023-10-23	w23	87	33
10	24	2023	2023-10-24	f22	270	128
10	24	2023	2023-10-24	lf	127	89
10	24	2023	2023-10-24	s23	32	0
10	24	2023	2023-10-24	w23	88	33
10	25	2023	2023-10-25	f22	270	129
10	25	2023	2023-10-25	lf	128	90
10	25	2023	2023-10-25	s23	32	0
10	25	2023	2023-10-25	w23	89	33
10	26	2023	2023-10-26	f22	270	130
10	26	2023	2023-10-26	lf	129	91
10	26	2023	2023-10-26	s23	33	0
10	26	2023	2023-10-26	w23	90	34
10	27	2023	2023-10-27	f22	270	131
10	27	2023	2023-10-27	lf	130	91
10	27	2023	2023-10-27	s23	33	0
10	27	2023	2023-10-27	w23	90	34
10	28	2023	2023-10-28	f22	270	132
10	28	2023	2023-10-28	lf	131	92
10	28	2023	2023-10-28	s23	33	0
10	28	2023	2023-10-28	w23	91	34
10	29	2023	2023-10-29	f22	270	133
10	29	2023	2023-10-29	lf	132	93
10	29	2023	2023-10-29	s23	34	0
10	29	2023	2023-10-29	w23	92	35
10	30	2023	2023-10-30	f22	270	133
10	30	2023	2023-10-30	lf	132	94
10	30	2023	2023-10-30	s23	34	0
10	30	2023	2023-10-30	w23	93	35
10	31	2023	2023-10-31	f22	270	134
10	31	2023	2023-10-31	lf	133	94
10	31	2023	2023-10-31	s23	34	0
10	31	2023	2023-10-31	w23	93	35
11	1	2023	2023-11-01	f22	270	135
11	1	2023	2023-11-01	lf	134	95
11	1	2023	2023-11-01	s23	34	0
11	1	2023	2023-11-01	w23	94	35
11	2	2023	2023-11-02	f22	270	136
11	2	2023	2023-11-02	lf	135	96
11	2	2023	2023-11-02	s23	35	0
11	2	2023	2023-11-02	w23	95	36
11	3	2023	2023-11-03	f22	270	137
11	3	2023	2023-11-03	lf	136	97
11	3	2023	2023-11-03	s23	35	0
11	3	2023	2023-11-03	w23	96	36
11	4	2023	2023-11-04	f22	270	138
11	4	2023	2023-11-04	lf	137	97
11	4	2023	2023-11-04	s23	35	0
11	4	2023	2023-11-04	w23	96	36
11	5	2023	2023-11-05	f22	270	139
11	5	2023	2023-11-05	lf	138	98
11	5	2023	2023-11-05	s23	36	0
11	5	2023	2023-11-05	w23	97	37
11	6	2023	2023-11-06	f22	270	140
11	6	2023	2023-11-06	lf	139	99
11	6	2023	2023-11-06	s23	36	0
11	6	2023	2023-11-06	w23	98	37
11	7	2023	2023-11-07	f22	270	141
11	7	2023	2023-11-07	lf	140	100
11	7	2023	2023-11-07	s23	36	0
11	7	2023	2023-11-07	w23	99	37
11	8	2023	2023-11-08	f22	270	142
11	8	2023	2023-11-08	lf	141	101
11	8	2023	2023-11-08	s23	37	0
11	8	2023	2023-11-08	w23	100	38
11	9	2023	2023-11-09	f22	270	143
11	9	2023	2023-11-09	lf	142	101
11	9	2023	2023-11-09	s23	37	0
11	9	2023	2023-11-09	w23	100	38
11	10	2023	2023-11-10	f22	270	143
11	10	2023	2023-11-10	lf	142	102
11	10	2023	2023-11-10	s23	37	0
11	10	2023	2023-11-10	w23	101	38
11	11	2023	2023-11-11	f22	270	144
11	11	2023	2023-11-11	lf	143	103
11	11	2023	2023-11-11	s23	37	0
11	11	2023	2023-11-11	w23	102	38
11	12	2023	2023-11-12	f22	270	145
11	12	2023	2023-11-12	lf	144	104
11	12	2023	2023-11-12	s23	38	0
11	12	2023	2023-11-12	w23	103	39
11	13	2023	2023-11-13	f22	270	146
11	13	2023	2023-11-13	lf	145	105
11	13	2023	2023-11-13	s23	38	0
11	13	2023	2023-11-13	w23	104	39
11	14	2023	2023-11-14	f22	270	147
11	14	2023	2023-11-14	lf	146	106
11	14	2023	2023-11-14	s23	38	0
11	14	2023	2023-11-14	w23	105	39
11	15	2023	2023-11-15	f22	270	148
11	15	2023	2023-11-15	lf	147	106
11	15	2023	2023-11-15	s23	39	0
11	15	2023	2023-11-15	w23	105	40
11	16	2023	2023-11-16	f22	270	149
11	16	2023	2023-11-16	lf	148	107
11	16	2023	2023-11-16	s23	39	0
11	16	2023	2023-11-16	w23	106	40
11	17	2023	2023-11-17	f22	270	150
11	17	2023	2023-11-17	lf	149	108
11	17	2023	2023-11-17	s23	39	0
11	17	2023	2023-11-17	w23	107	40
11	18	2023	2023-11-18	f22	270	151
11	18	2023	2023-11-18	lf	150	109
11	18	2023	2023-11-18	s23	40	0
11	18	2023	2023-11-18	w23	108	41
11	19	2023	2023-11-19	f22	270	152
11	19	2023	2023-11-19	lf	151	110
11	19	2023	2023-11-19	s23	40	0
11	19	2023	2023-11-19	w23	109	41
11	20	2023	2023-11-20	f22	270	153
11	20	2023	2023-11-20	lf	152	111
11	20	2023	2023-11-20	s23	40	0
11	20	2023	2023-11-20	w23	110	41
11	21	2023	2023-11-21	f22	270	154
11	21	2023	2023-11-21	lf	153	112
11	21	2023	2023-11-21	s23	41	0
11	21	2023	2023-11-21	w23	111	42
11	22	2023	2023-11-22	f22	270	155
11	22	2023	2023-11-22	lf	154	113
11	22	2023	2023-11-22	s23	41	0
11	22	2023	2023-11-22	w23	112	42
11	23	2023	2023-11-23	f22	270	156
11	23	2023	2023-11-23	lf	155	114
11	23	2023	2023-11-23	s23	41	0
11	23	2023	2023-11-23	w23	113	42
11	24	2023	2023-11-24	f22	270	157
11	24	2023	2023-11-24	lf	156	114
11	24	2023	2023-11-24	s23	42	0
11	24	2023	2023-11-24	w23	113	43
11	25	2023	2023-11-25	f22	270	158
11	25	2023	2023-11-25	lf	157	115
11	25	2023	2023-11-25	s23	42	0
11	25	2023	2023-11-25	w23	114	43
11	26	2023	2023-11-26	f22	270	159
11	26	2023	2023-11-26	lf	158	116
11	26	2023	2023-11-26	s23	42	0
11	26	2023	2023-11-26	w23	115	43
11	27	2023	2023-11-27	f22	270	160
11	27	2023	2023-11-27	lf	159	117
11	27	2023	2023-11-27	s23	43	0
11	27	2023	2023-11-27	w23	116	44
11	28	2023	2023-11-28	f22	270	161
11	28	2023	2023-11-28	lf	160	118
11	28	2023	2023-11-28	s23	43	0
11	28	2023	2023-11-28	w23	117	44
11	29	2023	2023-11-29	f22	270	163
11	29	2023	2023-11-29	lf	162	119
11	29	2023	2023-11-29	s23	44	0
11	29	2023	2023-11-29	w23	118	45
11	30	2023	2023-11-30	f22	270	164
11	30	2023	2023-11-30	lf	163	120
11	30	2023	2023-11-30	s23	44	0
11	30	2023	2023-11-30	w23	119	45
12	1	2023	2023-12-01	f22	270	165
12	1	2023	2023-12-01	f23	32	0
12	1	2023	2023-12-01	lf	164	121
12	1	2023	2023-12-01	s23	44	33
12	1	2023	2023-12-01	w23	120	45
12	2	2023	2023-12-02	f22	270	166
12	2	2023	2023-12-02	f23	32	0
12	2	2023	2023-12-02	lf	165	122
12	2	2023	2023-12-02	s23	45	33
12	2	2023	2023-12-02	w23	121	46
12	3	2023	2023-12-03	f22	270	167
12	3	2023	2023-12-03	f23	33	0
12	3	2023	2023-12-03	lf	166	123
12	3	2023	2023-12-03	s23	45	34
12	3	2023	2023-12-03	w23	122	46
12	4	2023	2023-12-04	f22	270	168
12	4	2023	2023-12-04	f23	33	0
12	4	2023	2023-12-04	lf	167	124
12	4	2023	2023-12-04	s23	45	34
12	4	2023	2023-12-04	w23	123	46
12	5	2023	2023-12-05	f22	270	169
12	5	2023	2023-12-05	f23	33	0
12	5	2023	2023-12-05	lf	168	125
12	5	2023	2023-12-05	s23	46	34
12	5	2023	2023-12-05	w23	124	47
12	6	2023	2023-12-06	f22	270	170
12	6	2023	2023-12-06	f23	33	0
12	6	2023	2023-12-06	lf	169	126
12	6	2023	2023-12-06	s23	46	34
12	6	2023	2023-12-06	w23	125	47
12	7	2023	2023-12-07	f22	270	171
12	7	2023	2023-12-07	f23	33	0
12	7	2023	2023-12-07	lf	170	127
12	7	2023	2023-12-07	s23	47	34
12	7	2023	2023-12-07	w23	126	48
12	8	2023	2023-12-08	f22	270	172
12	8	2023	2023-12-08	f23	34	0
12	8	2023	2023-12-08	lf	171	128
12	8	2023	2023-12-08	s23	47	35
12	8	2023	2023-12-08	w23	127	48
12	9	2023	2023-12-09	f22	270	174
12	9	2023	2023-12-09	f23	34	0
12	9	2023	2023-12-09	lf	173	129
12	9	2023	2023-12-09	s23	47	35
12	9	2023	2023-12-09	w23	128	48
12	10	2023	2023-12-10	f22	270	175
12	10	2023	2023-12-10	f23	34	0
12	10	2023	2023-12-10	lf	174	130
12	10	2023	2023-12-10	s23	48	35
12	10	2023	2023-12-10	w23	129	49
12	11	2023	2023-12-11	f22	270	176
12	11	2023	2023-12-11	f23	34	0
12	11	2023	2023-12-11	lf	175	131
12	11	2023	2023-12-11	s23	48	35
12	11	2023	2023-12-11	w23	130	49
12	12	2023	2023-12-12	f22	270	177
12	12	2023	2023-12-12	f23	35	0
12	12	2023	2023-12-12	lf	176	132
12	12	2023	2023-12-12	s23	49	36
12	12	2023	2023-12-12	w23	131	50
12	13	2023	2023-12-13	f22	270	178
12	13	2023	2023-12-13	f23	35	0
12	13	2023	2023-12-13	lf	177	133
12	13	2023	2023-12-13	s23	49	36
12	13	2023	2023-12-13	w23	132	50
12	14	2023	2023-12-14	f22	270	179
12	14	2023	2023-12-14	f23	35	0
12	14	2023	2023-12-14	lf	178	135
12	14	2023	2023-12-14	s23	49	36
12	14	2023	2023-12-14	w23	134	50
12	15	2023	2023-12-15	f22	270	181
12	15	2023	2023-12-15	f23	35	0
12	15	2023	2023-12-15	lf	180	136
12	15	2023	2023-12-15	s23	50	36
12	15	2023	2023-12-15	w23	135	51
12	16	2023	2023-12-16	f22	270	182
12	16	2023	2023-12-16	f23	36	0
12	16	2023	2023-12-16	lf	181	137
12	16	2023	2023-12-16	s23	50	37
12	16	2023	2023-12-16	w23	136	51
12	17	2023	2023-12-17	f22	270	183
12	17	2023	2023-12-17	f23	36	0
12	17	2023	2023-12-17	lf	182	138
12	17	2023	2023-12-17	s23	51	37
12	17	2023	2023-12-17	w23	137	52
12	18	2023	2023-12-18	f22	270	184
12	18	2023	2023-12-18	f23	36	0
12	18	2023	2023-12-18	lf	183	139
12	18	2023	2023-12-18	s23	51	37
12	18	2023	2023-12-18	w23	138	52
12	19	2023	2023-12-19	f22	270	185
12	19	2023	2023-12-19	f23	36	0
12	19	2023	2023-12-19	lf	184	140
12	19	2023	2023-12-19	s23	51	37
12	19	2023	2023-12-19	w23	139	52
12	20	2023	2023-12-20	f22	270	187
12	20	2023	2023-12-20	f23	37	0
12	20	2023	2023-12-20	lf	186	141
12	20	2023	2023-12-20	s23	52	38
12	20	2023	2023-12-20	w23	140	53
12	21	2023	2023-12-21	f22	270	188
12	21	2023	2023-12-21	f23	37	0
12	21	2023	2023-12-21	lf	187	142
12	21	2023	2023-12-21	s23	52	38
12	21	2023	2023-12-21	w23	141	53
12	22	2023	2023-12-22	f22	270	189
12	22	2023	2023-12-22	f23	37	0
12	22	2023	2023-12-22	lf	188	144
12	22	2023	2023-12-22	s23	53	38
12	22	2023	2023-12-22	w23	143	54
12	23	2023	2023-12-23	f22	270	190
12	23	2023	2023-12-23	f23	37	0
12	23	2023	2023-12-23	lf	189	145
12	23	2023	2023-12-23	s23	53	38
12	23	2023	2023-12-23	w23	144	54
12	24	2023	2023-12-24	f22	270	192
12	24	2023	2023-12-24	f23	38	0
12	24	2023	2023-12-24	lf	191	146
12	24	2023	2023-12-24	s23	54	39
12	24	2023	2023-12-24	w23	145	55
12	25	2023	2023-12-25	f22	270	193
12	25	2023	2023-12-25	f23	38	0
12	25	2023	2023-12-25	lf	192	147
12	25	2023	2023-12-25	s23	54	39
12	25	2023	2023-12-25	w23	146	55
12	26	2023	2023-12-26	f22	270	194
12	26	2023	2023-12-26	f23	38	0
12	26	2023	2023-12-26	lf	193	148
12	26	2023	2023-12-26	s23	55	39
12	26	2023	2023-12-26	w23	147	56
12	27	2023	2023-12-27	f22	270	195
12	27	2023	2023-12-27	f23	38	0
12	27	2023	2023-12-27	lf	194	149
12	27	2023	2023-12-27	s23	55	39
12	27	2023	2023-12-27	w23	148	56
12	28	2023	2023-12-28	f22	270	197
12	28	2023	2023-12-28	f23	39	0
12	28	2023	2023-12-28	lf	196	151
12	28	2023	2023-12-28	s23	55	40
12	28	2023	2023-12-28	w23	150	56
12	29	2023	2023-12-29	f22	270	198
12	29	2023	2023-12-29	f23	39	0
12	29	2023	2023-12-29	lf	197	152
12	29	2023	2023-12-29	s23	56	40
12	29	2023	2023-12-29	w23	151	57
12	30	2023	2023-12-30	f22	270	199
